id,category,name,price,image,options,description,isAvailable
778,`⁄€‹›ﬁﬂ‡°·‚—±,1.00,8421309767,-1,'',ÅÍÎÏ˝ÓÔÒÚÆ☃,true
779,nil,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,7965110424,-$1.00,１２３,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,true
780,-1E02,"""''''""'""",1808329661,NULL,/dev/null; touch /tmp/blns.fail ; echo,<script>alert('hi')</script>,true
781,﻿,١٢٣,775790272,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",null,사회과학원 어학연구소,false
782,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,사회과학원 어학연구소,7954944552,"<>?:""{}|_+",0/0,1E+02,true
783,１２３,<svg><script>0<1>alert('XSS')</script>,2906818950,',˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,-1E+02,true
784,⁰⁴⁵₀₁₂,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,7603720044,⁰⁴⁵,",./;'[]\-=",₀₁₂,true
785,-1,⁦test⁧,4185324785,-1.00,｀ｨ(´∀｀∩,",./;'[]\-=",false
786,NIL,() { 0; }; touch /tmp/blns.shellshock1.fail;,585582691,<img src=x onerror=alert('hi') />,-1/2,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,false
787,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,NIL,2639924584,"""""",⁰⁴⁵,"""''''""'""",true
788,1E2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,3501750525,-1,",./;'[]\-=",Œ„´‰ˇÁ¨ˆØ∏”’,true
789,1'; DROP TABLE users--,₀₁₂,6144051500, test ,␢,᠎,true
790,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Œ„´‰ˇÁ¨ˆØ∏”’,8760954064,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,1.00,⁰⁴⁵,true
791,"""",$1.00,4568025379,␢,١٢٣,¸˛Ç◊ı˜Â¯˘¿,true
792,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },5374553703,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,'',true
793,/dev/null; touch /tmp/blns.fail ; echo,() { 0; }; touch /tmp/blns.shellshock1.fail;,8377544766,<svg><script>0<1>alert('XSS')</script>,1.00,Œ„´‰ˇÁ¨ˆØ∏”’,true
794,1E+02,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",1824604531,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Ω≈ç√∫˜µ≤≥÷,NULL,true
795,(╯°□°）╯︵ ┻━┻)  ,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,7830864269,1/0,!@#$%^&*(),1/2,true
796,😍,😍,2872700697,パーティーへ行かないか,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,ÅÍÎÏ˝ÓÔÒÚÆ☃,true
797,‪‪test‪,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,2985011145,١٢٣,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,1,false
798,울란바토르,1.00,987208226,0.00,../../../../../../../../../../../etc/passwd%00,-1E2,false
799,¸˛Ç◊ı˜Â¯˘¿,␢,6968043281,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,0/0,<svg><script>0<1>alert('XSS')</script>,true
800,１２３,1;DROP TABLE users,5116945264,␣,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,true
801,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,｀ｨ(´∀｀∩,297244752,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,$1.00,null,true
802,/dev/null; touch /tmp/blns.fail ; echo,᠎,7926012740,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ , test ,false
803,-1E02,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,4262194108,⁰⁴⁵,-1E02,-1E2,false
804,test⁠test‫,👩🏽,1398918503,"""''''""'""",ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,test⁠test‫,false
805,1E02,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,773763220,₀₁₂,1E+02,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",false
806,　,울란바토르,2145177097,(╯°□°）╯︵ ┻━┻)  ,test⁠test‫,åß∂ƒ©˙∆˚¬…æ,true
807,👩🏽,᠎,3440242691,(╯°□°）╯︵ ┻━┻)  ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,᠎,false
808,1,",./;'[]\-=",2865599146,!@#$%^&*(),"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",部落格,true
809,​,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,7397129200,(╯°□°）╯︵ ┻━┻)  ,␡,사회과학원 어학연구소,false
810,和製漢語,1;DROP TABLE users,6598275418,᠎,　,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
811,nil,',9851606364,œ∑´®†¥¨ˆøπ“‘,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,和製漢語,true
812,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,/dev/null; touch /tmp/blns.fail ; echo,6010051080,<img src=x onerror=alert('hi') />,␡,../../../../../../../../../../../etc/passwd%00,false
813,‪‪test‪,᠎,8215702514,0/0,"""''''""'""",Ω≈ç√∫˜µ≤≥÷,false
814,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",',1120805281,",./;'[]\-=","""''''""'""",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
815,(｡◕ ∀ ◕｡),../../../../../../../../../../../etc/passwd%00,8846424114,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1'; DROP TABLE users--,　,false
816, ,!@#$%^&*(),9199897194,œ∑´®†¥¨ˆøπ“‘,test⁠test‫,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
817,1/2,00˙Ɩ$-,9577696400,-1.00,NIL,👩🏽,false
818,NIL,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,8205966250,パーティーへ行かないか, ,/dev/null; touch /tmp/blns.fail ; echo,false
819,"'""'",👩🏽,9277546115,1.00,œ∑´®†¥¨ˆøπ“‘,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,false
820,1E+02,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,2379852200,-1E+02,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,`⁄€‹›ﬁﬂ‡°·‚—±,false
821,1/2,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",93106803,1'; DROP TABLE users--,',␢,false
822,１２３,',4564157860,社會科學院語學研究所,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,-1.00,false
823, test ,"__ﾛ(,_,*)",5931548178,0/0,ÅÍÎÏ˝ÓÔÒÚÆ☃,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
824,åß∂ƒ©˙∆˚¬…æ,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,9354892613,$1.00,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,(｡◕ ∀ ◕｡),false
825,-1,和製漢語,1369055817,-1E02,"""'""'""''''""",¡™£¢∞§¶•ªº–≠,true
826,-1.00,社會科學院語學研究所,4189054438,<img src=x onerror=alert('hi') />,𠜎𠜱𠝹𠱓𠱸𠲖𠳏, test ,false
827,-1E02,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,2801093252,-1E2,0/0,和製漢語,false
828,｀ｨ(´∀｀∩,田中さんにあげて下さい,2982994290,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,社會科學院語學研究所,¸˛Ç◊ı˜Â¯˘¿,false
829,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,１２３,7094177277,(╯°□°）╯︵ ┻━┻)  ,和製漢語,｀ｨ(´∀｀∩,true
830,1/0, test ,6690491572,１２３,﻿,(｡◕ ∀ ◕｡),true
831,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,-1,5669580958,　,ÅÍÎÏ˝ÓÔÒÚÆ☃,test⁠test‫,true
832,",./;'[]\-=",울란바토르,7591743941,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,åß∂ƒ©˙∆˚¬…æ,　,true
833,田中さんにあげて下さい, test ,4848663440,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,"""''''""'""",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
834,1'; DROP TABLE users--,␡,5327552400,1/0,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"""",false
835,() { 0; }; touch /tmp/blns.shellshock1.fail;,¡™£¢∞§¶•ªº–≠,3210663460,‫test‫,0.00,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
836,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,(｡◕ ∀ ◕｡),9457556817,・(￣∀￣)・:*:,1E02,1,false
837,0/0,œ∑´®†¥¨ˆøπ“‘,1447544996,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,社會科學院語學研究所,false
838,"""""",❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,4240159040,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,１２３,١٢٣,true
839,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,社會科學院語學研究所,7202000291,"<>?:""{}|_+",() { 0; }; touch /tmp/blns.shellshock1.fail;,😍,true
840,Ω≈ç√∫˜µ≤≥÷,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },9301166786,1E02,test⁠test‫,パーティーへ行かないか,true
841,‫test‫,␢,3771152436,⁰⁴⁵,-1E2,"'""'",true
842,部落格,0.00,5879552919,åß∂ƒ©˙∆˚¬…æ,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,<img src=x onerror=alert('hi') />,false
843,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,-1E02,9063416427,test⁠test‫,울란바토르,() { 0; }; touch /tmp/blns.shellshock1.fail;,false
844,"""","""''''""'""",1967258345,test⁠test‫,1E+02,-1E02,false
845,👩🏽,-1E2,4241337437,<img src=x onerror=alert('hi') />,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,,true
846,(╯°□°）╯︵ ┻━┻)  ,$1.00,948373548,`⁄€‹›ﬁﬂ‡°·‚—±,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,$1.00,true
847,1'; DROP TABLE users--,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },9941260867,!@#$%^&*(),test⁠test‫,nil,false
848,(╯°□°）╯︵ ┻━┻)  ,åß∂ƒ©˙∆˚¬…æ,1129511658,ÅÍÎÏ˝ÓÔÒÚÆ☃,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
849,"""""",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,376557087,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Œ„´‰ˇÁ¨ˆØ∏”’,true
850,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,1E02,3085216549,¡™£¢∞§¶•ªº–≠,部落格,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
851,"'""'",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,3732872660,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,Œ„´‰ˇÁ¨ˆØ∏”’,1.00,false
852,null,",./;'[]\-=",2170649806,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,␡,-1E2,true
853,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,"""""",2328921442,Œ„´‰ˇÁ¨ˆØ∏”’,パーティーへ行かないか,１２３,false
854,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2540767621,-1E+02,-1/2,␣,false
855,(╯°□°）╯︵ ┻━┻)  ,사회과학원 어학연구소,7385352001,⁦test⁧,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,../../../../../../../../../../../etc/hosts,false
856,‪‪test‪,田中さんにあげて下さい,8290159223,　,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,null,true
857,1E+02,nil,5624850397,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,😍,社會科學院語學研究所,true
858,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,1.00,2515724623,0/0,社會科學院語學研究所,1E2,true
